 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.49999117e-01  0.00000000e+00 -4.85947929e-09 
 2.00000000e-03  2.00000000e-03  2.00000000e-03  9.49999121e-01  2.00000000e-03 -4.80820731e-09 
 4.00000000e-03  4.00000000e-03  4.00000000e-03  9.49999125e-01  4.00000000e-03 -4.75858003e-09 
 6.00000000e-03  6.00000000e-03  6.00000000e-03  9.49999129e-01  6.00000000e-03 -4.70939713e-09 
 8.00000000e-03  8.00000000e-03  8.00000000e-03  9.49999133e-01  8.00000000e-03 -4.66109339e-09 
 1.00000000e-02  1.00000000e-02  1.00000000e-02  9.49999136e-01  1.00000000e-02 -4.61368933e-09 
 1.20000000e-02  1.20000000e-02  1.20000000e-02  9.49999140e-01  1.20000000e-02 -4.56720735e-09 
 1.40000000e-02  1.40000000e-02  1.40000000e-02  9.49999143e-01  1.40000000e-02 -4.52167133e-09 
 1.60000000e-02  1.60000000e-02  1.60000000e-02  9.49999145e-01  1.60000000e-02 -4.47710670e-09 
 1.80000000e-02  1.80000000e-02  1.80000000e-02  9.49999148e-01  1.80000000e-02 -4.43354066e-09 
 2.00000000e-02  2.00000000e-02  2.00000000e-02  9.49999150e-01  2.00000000e-02 -4.39100232e-09 
 2.20000000e-02  2.20000000e-02  2.20000000e-02  9.49999152e-01  2.20000000e-02 -4.34952261e-09 
 2.40000000e-02  2.40000000e-02  2.40000000e-02  9.49999154e-01  2.40000000e-02 -4.30913472e-09 
 2.60000000e-02  2.60000000e-02  2.60000000e-02  9.49999155e-01  2.60000000e-02 -4.26987412e-09 
 2.80000000e-02  2.80000000e-02  2.80000000e-02  9.49999156e-01  2.80000000e-02 -4.23177825e-09 
 3.00000000e-02  3.00000000e-02  3.00000000e-02  9.49999157e-01  3.00000000e-02 -4.19488739e-09 
 3.20000000e-02  3.20000000e-02  3.20000000e-02  9.49999157e-01  3.20000000e-02 -4.15924389e-09 
 3.40000000e-02  3.40000000e-02  3.40000000e-02  9.49999156e-01  3.40000000e-02 -4.12489365e-09 
 3.60000000e-02  3.60000000e-02  3.60000000e-02  9.49999156e-01  3.60000000e-02 -4.09188470e-09 
 3.80000000e-02  3.80000000e-02  3.80000000e-02  9.49999155e-01  3.80000000e-02 -4.06026885e-09 
 4.00000000e-02  4.00000000e-02  4.00000000e-02  9.49999153e-01  4.00000000e-02 -4.03010078e-09 
 4.20000000e-02  4.20000000e-02  4.20000000e-02  9.49999151e-01  4.20000000e-02 -4.00143867e-09 
 4.40000000e-02  4.40000000e-02  4.40000000e-02  9.49999148e-01  4.40000000e-02 -3.97434441e-09 
 4.60000000e-02  4.60000000e-02  4.60000000e-02  9.49999144e-01  4.60000000e-02 -3.94888400e-09 
 4.80000000e-02  4.80000000e-02  4.80000000e-02  9.49999140e-01  4.80000000e-02 -3.92512724e-09 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  9.49999135e-01  5.00000000e-02 -3.90314867e-09 
 5.20000000e-02  5.20000000e-02  5.20000000e-02  9.49999130e-01  5.20000000e-02 -3.88302689e-09 
 5.40000000e-02  5.40000000e-02  5.40000000e-02  9.49999124e-01  5.40000000e-02 -3.86484607e-09 
 5.60000000e-02  5.60000000e-02  5.60000000e-02  9.49999117e-01  5.60000000e-02 -3.84869506e-09 
 5.80000000e-02  5.80000000e-02  5.80000000e-02  9.49999109e-01  5.80000000e-02 -3.83466863e-09 
 6.00000000e-02  6.00000000e-02  6.00000000e-02  9.49999100e-01  6.00000000e-02 -3.82286689e-09 
 6.20000000e-02  6.20000000e-02  6.20000000e-02  9.49999090e-01  6.20000000e-02 -3.81339653e-09 
 6.40000000e-02  6.40000000e-02  6.40000000e-02  9.49999079e-01  6.40000000e-02 -3.80637052e-09 
 6.60000000e-02  6.60000000e-02  6.60000000e-02  9.49999067e-01  6.60000000e-02 -3.80190888e-09 
 6.80000000e-02  6.80000000e-02  6.80000000e-02  9.49999053e-01  6.80000000e-02 -3.80013900e-09 
 7.00000000e-02  7.00000000e-02  7.00000000e-02  9.49999039e-01  7.00000000e-02 -3.80119584e-09 
 7.20000000e-02  7.20000000e-02  7.20000000e-02  9.49999023e-01  7.20000000e-02 -3.80522246e-09 
 7.40000000e-02  7.40000000e-02  7.40000000e-02  9.49999006e-01  7.40000000e-02 -3.81237116e-09 
 7.60000000e-02  7.60000000e-02  7.60000000e-02  9.49998987e-01  7.60000000e-02 -3.82280279e-09 
 7.80000000e-02  7.80000000e-02  7.80000000e-02  9.49998966e-01  7.80000000e-02 -3.83668846e-09 
 8.00000000e-02  8.00000000e-02  8.00000000e-02  9.49998944e-01  8.00000000e-02 -3.85420939e-09 
 8.20000000e-02  8.20000000e-02  8.20000000e-02  9.49998920e-01  8.20000000e-02 -3.87555742e-09 
 8.40000000e-02  8.40000000e-02  8.40000000e-02  9.49998893e-01  8.40000000e-02 -3.90093652e-09 
 8.60000000e-02  8.60000000e-02  8.60000000e-02  9.49998865e-01  8.60000000e-02 -3.93056259e-09 
 8.80000000e-02  8.80000000e-02  8.80000000e-02  9.49998835e-01  8.80000000e-02 -3.96466441e-09 
 9.00000000e-02  9.00000000e-02  9.00000000e-02  9.49998801e-01  9.00000000e-02 -4.00348460e-09 
 9.20000000e-02  9.20000000e-02  9.20000000e-02  9.49998766e-01  9.20000000e-02 -4.04728056e-09 
 9.40000000e-02  9.40000000e-02  9.40000000e-02  9.49998727e-01  9.40000000e-02 -4.09632452e-09 
 9.60000000e-02  9.60000000e-02  9.60000000e-02  9.49998686e-01  9.60000000e-02 -4.15090528e-09 
 9.80000000e-02  9.80000000e-02  9.80000000e-02  9.49998642e-01  9.80000000e-02 -4.21132889e-09 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  9.49998594e-01  1.00000000e-01 -4.27791965e-09 
 1.02000000e-01  1.02000000e-01  1.02000000e-01  9.49998542e-01  1.02000000e-01 -4.35102094e-09 
 1.04000000e-01  1.04000000e-01  1.04000000e-01  9.49998487e-01  1.04000000e-01 -4.43099667e-09 
 1.06000000e-01  1.06000000e-01  1.06000000e-01  9.49998428e-01  1.06000000e-01 -4.51823255e-09 
 1.08000000e-01  1.08000000e-01  1.08000000e-01  9.49998364e-01  1.08000000e-01 -4.61313668e-09 
 1.10000000e-01  1.10000000e-01  1.10000000e-01  9.49998295e-01  1.10000000e-01 -4.71614185e-09 
 1.12000000e-01  1.12000000e-01  1.12000000e-01  9.49998222e-01  1.12000000e-01 -4.82770606e-09 
 1.14000000e-01  1.14000000e-01  1.14000000e-01  9.49998143e-01  1.14000000e-01 -4.94831464e-09 
 1.16000000e-01  1.16000000e-01  1.16000000e-01  9.49998058e-01  1.16000000e-01 -5.07848122e-09 
 1.18000000e-01  1.18000000e-01  1.18000000e-01  9.49997968e-01  1.18000000e-01 -5.21875020e-09 
 1.20000000e-01  1.20000000e-01  1.20000000e-01  9.49997871e-01  1.20000000e-01 -5.36969756e-09 
 1.22000000e-01  1.22000000e-01  1.22000000e-01  9.49997766e-01  1.22000000e-01 -5.53193345e-09 
 1.24000000e-01  1.24000000e-01  1.24000000e-01  9.49997655e-01  1.24000000e-01 -5.70610383e-09 
 1.26000000e-01  1.26000000e-01  1.26000000e-01  9.49997535e-01  1.26000000e-01 -5.89289240e-09 
 1.28000000e-01  1.28000000e-01  1.28000000e-01  9.49997407e-01  1.28000000e-01 -6.09302323e-09 
 1.30000000e-01  1.30000000e-01  1.30000000e-01  9.49997269e-01  1.30000000e-01 -6.30726251e-09 
 1.32000000e-01  1.32000000e-01  1.32000000e-01  9.49997122e-01  1.32000000e-01 -6.53642127e-09 
 1.34000000e-01  1.34000000e-01  1.34000000e-01  9.49996965e-01  1.34000000e-01 -6.78135828e-09 
 1.36000000e-01  1.36000000e-01  1.36000000e-01  9.49996796e-01  1.36000000e-01 -7.04298184e-09 
 1.38000000e-01  1.38000000e-01  1.38000000e-01  9.49996615e-01  1.38000000e-01 -7.32225376e-09 
 1.40000000e-01  1.40000000e-01  1.40000000e-01  9.49996421e-01  1.40000000e-01 -7.62019136e-09 
 1.42000000e-01  1.42000000e-01  1.42000000e-01  9.49996214e-01  1.42000000e-01 -7.93787138e-09 
 1.44000000e-01  1.44000000e-01  1.44000000e-01  9.49995991e-01  1.44000000e-01 -8.27643316e-09 
 1.46000000e-01  1.46000000e-01  1.46000000e-01  9.49995753e-01  1.46000000e-01 -8.63708162e-09 
 1.48000000e-01  1.48000000e-01  1.48000000e-01  9.49995498e-01  1.48000000e-01 -9.02109198e-09 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  9.49995225e-01  1.50000000e-01 -9.42981298e-09 
 1.52000000e-01  1.52000000e-01  1.52000000e-01  9.49994933e-01  1.52000000e-01 -9.86467134e-09 
 1.54000000e-01  1.54000000e-01  1.54000000e-01  9.49994620e-01  1.54000000e-01 -1.03271759e-08 
 1.56000000e-01  1.56000000e-01  1.56000000e-01  9.49994284e-01  1.56000000e-01 -1.08189228e-08 
 1.58000000e-01  1.58000000e-01  1.58000000e-01  9.49993925e-01  1.58000000e-01 -1.13415994e-08 
 1.60000000e-01  1.60000000e-01  1.60000000e-01  9.49993540e-01  1.60000000e-01 -1.18969903e-08 
 1.62000000e-01  1.62000000e-01  1.62000000e-01  9.49993128e-01  1.62000000e-01 -1.24869826e-08 
 1.64000000e-01  1.64000000e-01  1.64000000e-01  9.49992686e-01  1.64000000e-01 -1.31135707e-08 
